bandwidth,throughput,congestion,packet_loss,latency,jitter,Routers,Planned route,Network measure,Network target,Percentage video occupancy,Bitrate video,Number videos,anomaly_throughput,anomaly_congestion,anomaly_packet_loss,anomaly_latency,anomaly_jitter,anomaly
2,0.85,91.08,3.6466198348813528,57.5,0.18,0,0,0,1,100,1336,1,0,1,1,0,0,1
2,0.05,87.93,0.0,105.81,0.18,0,0,0,1,100,1670,2,1,0,1,1,0,1
2,2.03,120.38,10.252454882946065,143.52,0.59,0,0,0,0,100,167,1,0,1,1,0,0,1
2,4.92,123.98,0.0,308.67,0.71,1,0,0,1,120,2004,1,0,1,1,1,1,1
2,0.05,110.8,6.714297899206056,5.05,0.18,1,0,0,1,80,1336,1,1,1,1,0,1,1
2,1.38,109.72,23.293041088659038,116.45,0.27,0,0,0,0,50,835,1,0,0,1,1,1,1
2,3.85,89.54,0.0,1185.03,0.77,1,1,0,1,10,1670,1,0,0,1,1,0,1
2,0.6,134.37,21.087352072873227,102.74,1.31,0,1,0,0,100,1670,1,0,1,1,0,1,1
2,0.05,124.18,0.0,801.49,0.18,0,0,0,1,80,1670,1,0,1,1,0,0,1
2,0.05,57.53,1.7666837674735056,132.51,0.18,1,0,0,0,80,1336,2,1,0,0,0,1,1
2,0.64,79.93,0.0,292.3,0.34,0,0,0,1,20,2004,2,1,1,1,0,0,1
2,0.62,122.75,0.0,168.71,0.51,0,0,0,1,120,2004,1,0,0,1,0,0,1
2,0.05,134.37,0.0,1001.7,0.18,0,1,0,1,80,2004,2,0,0,1,0,0,1
2,5.03,110.89,20.298667898272477,311.26,2.6,0,0,0,0,100,1670,1,0,0,1,0,1,1
2,0.28,82.88,0.0,155.76,0.18,0,1,0,0,80,2004,1,1,0,1,0,0,1
2,0.05,123.52,0.0,1362.34,0.62,1,0,0,1,120,1336,5,0,0,1,0,0,1
2,1.89,106.27,0.0,289.68,0.84,1,1,0,1,100,167,2,1,1,1,1,1,1
2,0.95,64.3,0.0,3051.58,0.18,1,0,0,0,120,167,1,0,0,1,0,1,1
2,0.66,119.33,15.578366146573117,238.53,1.18,0,1,0,0,10,1670,1,0,0,1,1,0,1
2,0.05,133.42,1.2758916985234627,127.08,0.51,1,0,0,1,120,2004,0,1,0,0,1,1,1
2,1.11,5.25,0.0,180.75,0.18,1,0,0,1,80,1336,1,1,0,1,0,0,1
2,0.5,134.37,0.0,184.65,0.38,0,0,0,1,100,167,2,1,0,1,0,1,1
2,0.05,134.37,10.97891344356577,945.67,0.18,0,1,0,1,80,167,2,0,0,1,1,0,1
2,0.05,73.34,10.422078833391625,194.63,0.91,1,0,0,1,80,1336,2,0,0,1,0,0,1
2,1.49,107.56,0.0,5.05,0.18,1,0,0,1,100,2004,1,0,0,1,0,0,1
2,0.05,85.39,0.0,177.97,1.53,1,0,0,0,80,2004,2,0,1,1,1,0,1
2,1.28,80.7,19.33685326647037,248.58,0.18,0,1,0,1,80,2004,2,0,0,1,1,0,1
2,0.05,106.73,30.607289919978435,1255.47,0.18,0,0,0,1,80,1336,2,0,1,1,0,1,1
2,0.7,129.07,0.0,5.05,0.3,1,0,0,1,80,2004,1,0,1,1,0,0,1
2,0.64,117.24,0.0,117.69,0.18,0,1,0,0,100,1670,2,0,1,0,0,0,1
2,1.15,133.38,7.093000808560877,682.93,0.18,0,1,0,1,80,2004,2,0,0,1,0,1,1
2,0.05,51.53,0.0,917.5,0.46,0,1,0,0,10,1670,1,1,1,1,1,0,1
2,0.05,65.17,0.0,5.05,0.77,0,1,0,1,0,2004,2,0,0,0,1,0,1
2,1.06,104.96,18.599901628082197,94.74,0.18,1,0,0,1,100,1670,2,1,0,1,1,1,1
2,5.56,129.21,0.0,5.05,0.88,0,0,0,1,100,1670,1,0,1,1,0,0,1
2,0.85,133.86,24.684262749788886,165.52,0.18,1,1,0,1,120,167,1,0,1,0,1,1,1
2,1.33,112.8,7.216938681394257,1427.42,0.54,1,0,0,1,100,2004,1,0,0,1,0,0,1
2,0.71,132.64,0.36953269203857886,1181.65,0.18,1,1,0,1,80,2004,3,0,0,1,1,0,1
2,0.05,98.24,2.1584973699357306,39.28,0.18,0,0,0,1,0,2004,1,0,1,0,0,1,1
2,0.05,118.21,0.0,362.96,0.79,0,0,0,0,50,1336,2,0,0,1,1,1,1
2,2.39,129.56,5.313680863809946,234.31,1.01,0,0,0,0,80,835,2,1,0,0,0,0,1
2,1.64,38.07,17.563103003098785,5.05,0.18,0,0,0,0,50,2004,1,0,1,1,0,1,1
2,0.21,134.37,0.0,321.37,0.18,1,0,0,1,100,2004,2,1,0,1,1,1,1
2,0.05,49.39,0.0,5.05,1.07,0,1,0,0,80,1670,1,0,1,1,0,1,1
2,0.82,134.37,1.9891077921495093,1569.57,0.24,0,1,0,1,100,2004,4,0,0,1,1,0,1
2,1.13,129.62,0.0,3051.58,0.78,0,1,0,1,80,835,2,0,0,1,0,0,1
2,0.2,134.37,45.20941175014214,1333.67,0.19,0,0,0,1,80,334,2,1,1,1,1,0,1
2,0.05,97.16,5.432287935602341,10.32,0.63,1,1,0,1,100,2004,1,0,1,0,1,0,1
2,0.65,134.37,25.60300802928077,230.96,0.28,0,0,0,1,10,835,1,0,1,1,1,0,1
2,0.24,116.85,40.912960123101435,280.47,2.04,1,1,0,0,50,1670,2,0,0,1,1,0,1
2,0.71,93.48,7.727960771806295,163.76,1.05,1,1,0,0,120,1670,1,1,0,0,1,0,1
2,2.51,53.49,18.357927840710815,111.92,0.34,1,0,0,1,80,1670,2,1,0,1,0,0,1
2,0.05,126.16,14.816752231272904,5.05,1.21,0,1,0,1,50,167,1,1,0,1,0,0,1
2,0.58,87.5,23.604975062378877,2676.32,0.18,1,0,0,1,80,835,2,0,1,1,0,0,1
2,1.04,88.47,22.38305745466213,276.38,0.18,0,1,0,1,80,2004,2,0,0,1,0,0,1
2,0.05,86.87,0.0,83.53,0.18,1,0,0,1,50,2004,1,1,0,1,1,0,1
2,1.26,134.37,20.10930759264457,25.12,0.18,0,0,0,1,80,2004,1,1,0,0,0,1,1
2,6.57,76.93,0.0,1456.21,0.4,0,1,0,1,100,1670,1,0,1,1,1,0,1
2,0.05,91.52,0.0,5.05,0.44,0,0,0,0,100,167,6,0,1,0,0,0,1
2,1.44,94.22,0.0,5.05,0.25,1,1,0,1,80,1336,1,0,0,0,1,1,1
2,0.91,106.96,0.0,5.05,0.49,1,0,0,1,120,1670,1,1,0,1,0,0,1
2,0.05,117.44,9.382065416746281,24.36,0.99,0,1,0,0,100,835,6,1,1,1,0,1,1
2,0.88,134.37,28.42567658391237,14.26,0.74,0,0,0,0,120,1670,1,0,1,1,0,0,1
2,4.09,134.37,5.234409583597035,1373.81,0.18,0,0,0,1,80,835,2,0,1,0,0,1,1
2,2.13,134.37,36.62075982759447,69.14,0.42,0,0,0,0,100,1336,1,1,1,1,0,1,1
2,0.55,120.01,0.0,271.28,0.18,1,1,0,0,100,2004,1,1,0,1,0,1,1
2,6.57,134.37,0.0,166.65,0.25,1,1,0,0,10,2004,2,1,0,0,0,1,1
2,0.12,134.37,0.0,234.29,0.18,1,0,0,1,100,167,1,1,1,0,1,1,1
2,0.05,114.19,33.98027711007878,145.19,0.29,1,0,0,1,100,2004,1,1,0,0,0,1,1
2,0.67,121.63,14.961756694914907,10.0,1.91,0,1,0,1,50,835,2,0,1,1,1,1,1
2,2.6,66.39,0.0,161.53,0.92,1,0,0,1,80,835,1,1,1,1,0,0,1
2,0.99,134.37,14.252221809959181,162.79,0.18,1,0,0,1,100,2004,2,0,1,0,0,1,1
2,0.37,106.46,0.0,5.05,0.18,0,1,0,1,120,1336,1,0,0,1,0,0,1
2,0.11,116.72,35.18279058468387,173.83,0.18,0,0,0,0,80,2004,2,0,1,1,1,0,1
2,6.47,95.4,11.347230755988745,185.31,0.18,1,1,0,0,80,1670,2,1,1,0,1,0,1
2,0.05,134.37,0.0,882.11,0.75,0,0,0,1,80,167,1,1,0,1,1,0,1
2,0.2,58.78,3.2814687899587938,244.43,0.82,1,0,0,1,80,1336,2,0,0,0,0,0,1
2,1.31,117.68,17.121995654436592,293.01,0.18,0,1,0,0,100,2004,2,1,0,1,1,0,1
2,1.56,25.42,0.0,147.47,0.18,0,0,0,1,120,1670,1,0,1,0,1,1,1
2,0.05,120.68,12.362789177048056,90.7,0.21,0,0,0,0,100,1336,1,1,0,1,0,0,1
2,0.09,118.95,0.0,201.19,0.18,0,1,0,1,120,1336,2,0,0,0,0,0,1
2,0.05,96.36,42.69806075128058,67.14,0.18,1,0,0,1,100,1336,2,1,0,1,0,0,1
2,0.19,82.22,0.0,313.13,2.44,0,0,0,0,80,1336,1,0,1,1,0,1,1
2,0.05,116.98,0.0,5.05,0.18,1,1,0,1,80,1670,2,1,0,1,0,0,1
2,0.05,0.06,0.0,63.22,0.83,1,1,0,1,80,1336,2,0,0,0,0,1,1
2,0.23,53.32,33.47227819569551,287.03,0.79,1,1,0,1,100,1336,0,1,0,0,0,1,1
2,6.57,68.95,30.14395453549689,107.64,1.2,0,0,0,1,50,167,1,0,0,0,0,1,1
2,0.39,120.48,0.0,257.39,0.61,1,0,0,0,100,1670,2,1,1,1,0,1,1
2,0.05,47.05,0.0,1157.55,1.51,0,1,0,0,100,2004,2,1,0,1,1,0,1
2,0.05,112.55,45.65720118828445,63.39,0.18,0,1,0,1,50,2004,1,1,1,1,0,1,1
2,0.53,60.15,2.95246723609754,269.38,0.18,1,1,0,1,100,167,1,0,1,1,1,0,1
2,0.05,86.94,19.491645200219118,5.05,0.64,0,1,0,1,50,1670,1,0,0,1,0,1,1
2,0.29,114.3,25.528688946185632,280.49,1.04,1,0,0,1,120,1670,2,0,0,1,0,1,1
2,1.41,47.07,0.0,133.51,0.18,0,0,0,1,120,1670,1,1,1,1,0,1,1
2,2.1,32.0,0.0,3051.58,0.18,1,0,0,1,100,334,2,0,0,1,1,0,1
2,0.05,134.37,2.517151886048211,105.8,0.99,0,0,0,0,80,1336,0,1,0,1,0,0,1
2,1.58,134.37,0.0,257.03,1.32,0,1,0,1,80,1336,1,0,1,1,1,1,1
2,1.4,100.34,0.6387345319755724,147.93,0.18,0,0,0,1,10,2004,2,0,0,1,1,1,1
2,0.17,87.93,0.0,282.45,0.18,0,0,0,1,120,1336,1,0,0,1,0,1,1
2,1.09,134.37,11.356455975247531,59.63,0.18,0,1,0,0,80,2004,1,0,1,1,0,0,1
2,3.15,53.63,1.084310888111169,357.29,0.18,0,1,0,1,120,2004,2,1,0,1,1,1,1
2,0.05,125.35,3.7746299049860763,5.05,0.28,1,0,0,1,80,334,1,0,1,1,1,0,1
2,1.17,56.97,14.96336371043147,279.79,0.18,1,1,0,1,100,1670,1,1,1,1,0,1,1
2,0.05,132.88,0.0,3051.58,0.91,1,0,0,1,80,835,1,0,0,1,0,0,1
2,0.05,134.37,5.909770342587619,245.05,0.58,0,0,0,1,100,1336,1,1,0,1,1,0,1
2,0.99,116.66,0.0,275.16,0.18,0,0,0,1,120,1670,2,0,0,1,0,1,1
2,0.57,115.7,48.892727934632966,225.46,1.17,0,1,0,1,120,1336,1,0,0,1,0,0,1
2,0.22,69.2,33.34756586902682,127.88,0.18,0,0,0,1,120,2004,2,0,0,1,0,0,1
2,0.05,134.37,50.43014682418125,71.84,0.18,0,0,0,1,80,2004,2,0,0,1,0,0,1
2,0.05,121.83,0.0,140.36,0.18,1,1,0,1,120,2004,4,0,1,1,1,0,1
2,1.35,73.54,0.0,250.94,0.37,1,0,0,1,0,2004,2,0,1,1,0,0,1
2,1.52,88.03,15.447744078590278,275.15,0.59,0,1,0,0,80,2004,1,1,0,1,0,1,1
2,0.05,40.81,12.29034216029843,9.14,0.37,1,0,0,0,50,2004,1,1,0,1,1,1,1
2,0.66,115.89,0.0,5.05,1.27,0,1,0,1,100,1670,5,0,0,1,0,0,1
2,1.76,122.21,0.0,1276.17,0.18,1,1,0,0,100,1670,1,0,0,1,1,1,1
2,3.9,109.45,0.0,151.42,0.18,0,1,0,0,80,1670,2,0,0,0,1,0,1
2,0.05,125.66,19.574191589300366,5.05,0.18,0,0,0,0,50,2004,1,0,1,1,1,0,1
2,0.05,134.37,0.0,342.85,1.07,1,0,0,0,120,1336,2,0,0,0,1,1,1
2,1.84,133.24,4.661314512942081,44.99,0.62,0,0,0,1,80,1670,1,1,0,1,1,0,1
2,0.78,29.83,24.104893258391193,229.43,0.18,0,1,0,0,80,167,1,0,0,1,0,1,1
2,3.6,134.37,11.44964167216515,79.66,1.07,1,0,0,1,20,1336,2,0,1,1,0,0,1
2,0.05,134.37,26.811453950056062,53.3,1.02,1,0,0,1,10,2004,1,1,0,0,1,0,1
2,0.05,131.25,0.0,254.31,2.11,1,1,0,1,100,835,2,0,0,1,0,0,1
2,2.58,134.37,5.760969607918861,98.9,0.18,1,0,0,1,80,167,2,1,1,1,0,1,1
2,4.89,44.22,9.639761764397914,41.71,0.93,0,1,0,0,50,2004,2,1,1,0,0,0,1
2,2.16,131.57,28.181272722437306,1214.82,0.18,1,1,0,1,50,2004,2,0,1,1,0,0,1
2,0.58,0.06,24.24949191102962,195.08,1.38,0,0,0,1,100,1336,1,0,0,0,1,0,1
2,1.42,134.37,26.838818921406883,223.75,0.76,0,0,0,0,100,1336,2,1,0,1,0,1,1
2,0.05,126.62,42.58088821608072,265.98,0.18,1,1,0,0,10,1336,1,0,0,1,0,1,1
2,1.06,126.17,17.909796359672626,11.36,0.18,1,1,0,1,50,835,2,0,1,1,1,0,1
2,0.46,134.37,17.058856766869777,196.04,0.39,1,0,0,1,100,2004,1,0,0,1,1,1,1
2,0.55,97.68,0.0,185.03,0.58,0,1,0,1,80,2004,2,0,1,1,0,1,1
2,0.05,126.97,13.273354010702848,5.05,2.76,0,1,0,1,100,2004,1,0,0,1,1,0,1
2,1.45,116.81,0.0,303.11,0.18,0,0,0,0,80,334,2,1,0,1,0,0,1
2,3.58,134.37,18.91630938639459,199.37,0.3,1,0,0,1,100,1336,2,1,0,0,0,0,1
2,0.05,67.54,0.0,122.55,1.26,0,0,0,1,100,1670,1,0,0,1,1,0,1
2,4.85,111.59,0.0,100.27,1.11,1,0,0,1,80,2004,1,0,0,0,0,0,1
2,0.05,109.94,0.0,5.05,0.18,1,0,0,0,120,835,4,0,1,1,1,0,1
2,0.05,134.37,9.579563146620906,257.91,0.49,0,1,0,1,80,2004,1,0,1,1,1,0,1
2,1.09,122.54,3.545090438638667,217.43,0.18,0,0,0,1,100,835,1,0,0,1,0,0,1
2,0.05,125.14,26.56493920344972,5.05,0.18,0,0,0,1,100,1336,2,1,0,1,0,0,1
2,1.46,109.0,8.054629485095953,271.37,0.18,1,0,0,1,10,1336,2,0,0,1,0,0,1
2,0.05,114.02,0.0,273.58,0.18,0,0,0,1,100,2004,2,0,1,1,1,0,1
2,0.67,96.06,0.0,178.99,0.18,0,0,0,1,20,167,2,1,0,1,1,1,1
2,2.04,134.37,0.0,7.46,0.18,0,0,0,1,50,1336,2,0,1,1,1,0,1
2,0.31,134.37,21.83469273518527,182.31,0.18,0,0,0,1,50,167,1,0,0,1,1,1,1
2,1.54,109.5,0.0,5.05,0.18,0,0,0,1,10,1336,2,1,0,1,0,1,1
2,1.36,132.06,0.0,184.59,0.18,0,1,0,0,100,167,1,0,0,1,0,1,1
2,0.05,87.26,36.87600125775376,1318.16,0.72,0,1,0,1,120,1670,1,1,0,1,1,1,1
2,0.97,131.32,17.545372721821686,208.29,0.18,0,1,0,1,100,1670,1,0,0,1,1,1,1
2,0.05,134.37,22.707641705961844,1005.86,1.74,1,1,0,1,120,1670,1,0,1,1,0,1,1
2,0.05,134.37,52.5,225.31,0.4,0,0,0,0,10,1336,1,1,0,1,0,1,1
2,0.05,61.03,0.0,5.05,0.28,1,1,0,0,100,1336,1,1,1,0,0,1,1
2,4.76,127.95,10.28704656506023,78.29,0.18,1,0,0,0,120,1670,6,0,0,1,1,0,1
2,1.83,68.94,22.003411997530634,5.05,0.18,0,0,0,1,100,1670,2,1,0,0,0,1,1
2,1.18,100.06,3.050489209606207,208.65,0.18,0,0,0,1,120,835,2,1,1,1,0,1,1
2,0.05,48.64,0.0,204.06,0.18,0,0,0,1,120,2004,2,1,0,1,0,1,1
2,2.31,45.47,40.87266276556463,1037.68,0.54,1,0,0,0,100,167,1,0,0,1,1,0,1
2,1.37,105.18,0.0,225.0,0.18,1,0,0,1,120,1670,2,0,0,1,1,1,1
2,2.31,106.96,0.0,5.05,0.53,0,0,0,1,80,1336,1,0,0,1,0,1,1
2,0.05,134.37,0.0,137.71,0.18,1,0,0,1,50,2004,2,1,1,1,1,1,1
2,2.07,103.75,3.0462696544314483,3051.58,0.18,1,1,0,1,80,0,2,0,0,1,0,0,1
2,2.04,78.02,0.0,111.61,0.18,1,0,0,1,50,835,1,0,0,1,0,1,1
2,0.05,134.37,12.488747595437294,45.88,1.47,0,0,0,1,50,1670,5,1,0,0,1,1,1
2,0.25,134.37,29.82183417472865,78.12,0.18,0,0,0,1,80,167,2,0,0,1,0,0,1
2,1.36,133.28,0.0,1034.59,0.18,0,0,0,1,100,334,1,1,0,1,1,0,1
2,1.04,67.8,0.0,349.28,0.18,1,0,0,1,100,835,2,1,0,1,0,0,1
2,0.84,134.37,5.682401346059551,127.82,0.28,0,1,0,1,10,1336,1,1,0,0,0,1,1
2,0.05,60.34,28.323544859708196,157.32,1.4,0,1,0,1,80,1670,1,0,0,1,1,0,1
2,0.75,134.37,17.166640480944107,5.05,0.18,0,0,0,0,50,1670,2,0,1,1,1,0,1
2,0.53,134.37,27.48445927242512,5.05,0.46,0,1,0,1,120,835,4,0,0,1,1,0,1
2,1.16,69.33,0.0,305.28,0.18,1,0,0,1,100,1336,2,0,0,1,0,1,1
2,4.4,134.37,0.0,147.52,0.18,1,0,0,1,10,167,1,0,0,1,0,0,1
2,0.09,134.37,0.0,182.59,0.34,1,0,0,1,80,167,2,1,0,1,0,0,1
2,0.68,114.49,0.0,5.05,0.54,0,1,0,1,80,2004,1,0,1,0,0,0,1
2,0.05,94.02,0.0,1584.3,0.5,1,0,0,1,80,2004,2,0,0,0,0,0,1
2,0.95,114.21,0.0,1353.04,0.35,0,1,0,1,100,2004,2,0,0,1,1,0,1
2,1.92,134.37,4.0091996013209314,1126.07,1.17,1,0,0,1,80,2004,1,1,0,1,1,1,1
2,0.05,95.66,5.369596500194454,279.13,0.18,1,1,0,1,80,2004,2,0,1,1,0,1,1
2,0.87,134.37,0.0,225.82,0.27,0,0,0,1,120,1670,2,1,0,1,0,1,1
2,0.05,90.61,0.0,225.36,0.18,1,0,0,0,50,2004,2,1,1,0,0,0,1
2,0.05,35.02,47.41691539141107,44.03,1.83,1,0,0,1,100,2004,1,0,0,1,0,1,1
