bandwidth,throughput,congestion,packet_loss,latency,jitter,Routers,Planned route,Network measure,Network target,Percentage video occupancy,Bitrate video,Number videos,anomaly_throughput,anomaly_congestion,anomaly_packet_loss,anomaly_latency,anomaly_jitter,anomaly
2,2.6,90.25,0.0,11.2,1.3,1,0,0,1,0,1670,2,0,0,0,0,0,1
2,2.99,88.1,0.0,32.58,1.04,1,1,0,0,0,2004,0,1,0,0,0,0,0
2,0.17,13.48,36.873862107347264,4.48,0.87,1,0,0,1,0,167,1,0,0,0,0,0,0
2,0.48,90.42,0.0,9.52,0.99,1,0,0,0,80,0,1,0,0,0,0,0,0
2,1.6,93.04,0.0,4.48,1.08,1,1,0,1,100,334,1,0,0,0,1,0,1
2,0.05,0.03,0.0,39.98,1.67,1,1,0,0,100,334,0,0,0,0,0,0,0
2,1.12,0.03,42.06719034515608,4.48,1.44,1,0,0,1,10,334,1,0,0,0,0,1,1
2,1.66,3.43,0.0,17.55,0.98,1,0,0,0,0,167,2,1,0,1,0,0,0
2,0.44,15.06,1.673403829629187,9.82,1.62,1,0,0,1,120,0,2,0,0,0,0,0,0
2,2.56,0.03,0.02177563426690831,4.48,0.86,0,0,0,1,50,835,1,0,0,0,0,0,0
2,0.48,1.22,0.0,16.02,1.16,0,1,0,1,10,1670,2,0,0,0,0,0,0
2,2.87,119.87,27.512890609728846,26.56,0.93,1,1,0,0,0,0,1,0,0,0,0,0,0
2,2.97,10.94,0.0,4.48,0.85,0,1,0,1,10,0,1,0,0,0,0,0,0
2,0.69,1.55,0.7437313214165284,32.44,1.12,1,0,0,1,50,1670,1,0,0,0,0,0,0
2,1.36,26.21,3.431875552644115,4.48,1.52,1,1,0,1,20,0,2,0,0,0,0,0,0
2,0.84,4.28,0.0,10.06,0.34,1,0,0,0,0,1670,1,0,0,0,0,0,0
2,0.05,1.84,0.0,4.48,0.66,1,0,0,0,0,1336,1,0,0,0,0,0,0
2,1.14,5.64,0.0,4.48,0.75,1,0,0,1,0,0,0,1,0,0,0,0,0
2,1.64,4.76,1.2676248758847113,4.48,1.71,0,0,0,1,0,0,1,0,0,0,0,0,0
2,3.43,4.66,0.0,19.52,0.07,1,0,0,1,10,1670,2,0,0,0,0,0,1
2,3.6,0.03,0.0,4.48,0.41,0,1,0,1,0,1670,2,0,0,0,0,0,0
2,0.54,124.74,15.081447404998187,959.33,0.36,1,0,0,1,10,167,2,0,0,0,0,0,0
2,1.18,9.07,0.0,4.48,0.74,1,0,0,1,20,835,1,0,0,0,0,0,0
2,1.6,4.83,0.5229642166431745,28.38,2.2,1,0,0,1,0,835,2,0,0,1,0,0,0
2,2.88,44.77,0.0,13.84,0.76,0,1,0,1,10,0,2,0,0,0,0,0,0
2,2.83,125.19,11.577711921658597,35.62,0.75,1,0,0,1,10,167,2,0,0,0,0,0,0
2,1.84,5.42,0.4186582999646701,13.43,0.74,1,0,0,1,100,167,0,1,0,0,0,0,0
2,1.46,0.03,0.0,14.14,0.91,0,1,0,0,20,0,2,0,1,1,0,1,0
2,2.4,20.9,0.0,4.48,0.93,0,1,0,1,0,0,2,0,0,0,0,0,0
2,0.05,93.26,0.0,4.48,0.48,1,1,0,0,0,1336,2,0,1,0,0,0,0
2,1.14,93.33,0.0,4.48,0.97,1,1,0,1,0,835,2,0,0,1,0,0,0
2,4.36,59.4,1.3238717070763926,8.64,4.99,1,0,0,1,0,334,0,0,0,0,0,0,0
2,2.04,31.85,20.32694252314772,4.48,0.98,0,1,0,1,10,0,0,0,0,0,1,0,0
2,2.86,47.87,0.0,4.48,0.34,1,0,0,1,0,0,1,0,1,0,0,0,0
2,1.15,24.53,0.0,1608.98,1.74,1,0,0,1,10,835,2,0,0,0,0,0,0
2,2.1,45.17,0.0,1410.56,0.98,0,1,0,1,10,0,3,0,0,0,0,0,0
2,2.45,83.39,30.70341380036606,4.48,1.88,1,0,0,1,0,835,1,0,0,1,0,0,0
2,0.48,134.1,0.0,27.92,5.76,1,1,0,0,80,167,2,0,0,0,0,0,0
2,2.79,3.43,10.915387022248739,21.7,0.78,0,0,0,1,10,1336,1,0,0,1,0,0,0
2,3.96,0.03,0.0,4.48,4.61,0,0,0,0,0,1336,0,0,1,0,0,0,0
2,1.75,0.03,0.0,28.95,1.03,1,0,0,1,10,835,2,0,0,0,0,0,0
2,1.2,2.8,0.09778034363499835,36.01,1.02,0,1,0,1,10,0,1,0,0,0,1,0,1
2,1.43,2.23,0.0,4.48,1.33,1,1,0,1,20,0,4,0,0,0,0,0,0
2,2.89,3.96,23.58567869326798,14.94,2.5,1,1,0,1,0,0,2,0,0,0,0,0,1
2,1.8,0.03,0.0,29.1,1.11,1,1,0,1,10,2004,2,0,0,0,0,1,0
2,2.64,3.95,0.49800867095208434,4.48,0.49,1,1,0,1,50,835,1,0,0,0,0,0,0
2,1.61,34.28,0.0,4.48,0.45,0,1,0,1,80,0,0,0,1,0,0,0,0
2,2.61,41.96,0.0,4.48,0.13,1,1,0,0,80,0,2,0,0,0,0,0,0
2,2.23,0.03,0.0,5.93,0.55,1,1,0,0,50,334,0,1,0,1,0,0,0
2,0.39,68.94,0.0,6.11,0.92,1,0,0,1,0,1336,2,0,0,0,0,0,0
2,2.57,14.99,0.3628520727907816,7.96,2.24,0,1,0,1,80,1670,1,1,0,0,0,0,0
2,1.39,15.63,0.0,4.48,0.5,1,0,0,1,0,1336,0,0,0,0,0,0,0
2,0.91,28.63,11.30630092561622,14.06,1.78,0,1,0,1,10,0,0,0,0,0,0,1,0
2,0.05,5.93,0.7343814564379624,38.75,0.67,1,1,0,1,80,167,0,0,0,0,0,0,0
2,0.05,5.53,0.0,4.48,1.38,0,0,0,0,80,0,1,0,0,0,0,0,0
2,3.02,17.19,3.023189576663004,4.48,1.01,1,1,0,1,80,0,1,0,0,0,0,0,0
2,1.7,9.1,3.2555667157553785,25.24,4.43,0,1,0,0,0,1336,4,0,0,1,0,0,0
2,1.92,3.38,0.08246440360098008,5.85,1.54,1,1,0,1,0,167,1,0,0,0,0,0,0
2,1.18,24.52,0.0967323958859979,1311.62,0.86,1,0,0,1,50,334,1,0,0,0,0,1,0
2,1.6,7.01,0.0,4.48,0.99,1,0,0,1,0,1336,4,0,0,0,0,0,0
2,0.49,4.28,19.730238362122467,20.66,1.67,0,0,0,0,80,334,0,0,0,0,0,0,0
2,1.74,8.55,0.18586075633204743,18.92,0.87,1,0,0,1,100,1336,2,0,0,0,0,0,0
2,0.05,19.35,0.359861853760106,9.28,1.01,0,0,0,0,0,0,1,0,1,0,0,0,0
2,1.56,21.18,0.0,19.27,0.92,1,1,0,0,0,835,0,0,0,0,0,0,0
2,2.11,64.94,0.0,11.45,1.57,1,1,0,0,100,334,2,0,0,0,0,0,0
2,2.55,4.55,0.23913009418258824,4.48,0.13,0,0,0,1,10,1670,0,0,1,1,0,1,0
2,2.64,84.76,0.0,1059.46,0.52,0,0,0,1,20,2004,1,0,0,1,0,0,0
2,5.51,134.37,8.925077960869746,34.59,0.81,0,1,0,1,80,1336,0,1,0,0,0,0,0
2,0.19,14.15,0.0,26.6,1.04,1,0,0,1,80,1336,1,0,1,1,0,0,0
2,0.3,11.8,1.3280221099423437,4.48,5.17,1,1,0,0,100,0,0,0,0,0,0,0,0
2,1.75,24.16,0.07216927110848598,4.81,1.14,1,0,0,1,10,167,3,0,0,0,0,1,0
2,0.51,0.03,3.3912646677689526,4.48,0.78,0,0,0,0,10,835,2,0,0,0,0,0,0
2,1.48,20.38,0.0,16.27,5.47,1,1,0,0,10,0,1,0,0,0,0,0,0
2,3.49,0.03,0.0,4.48,2.62,0,0,0,1,10,1670,0,1,0,0,0,0,0
2,2.36,16.56,2.5019213445518744,20.06,0.87,0,0,0,1,10,167,2,0,0,1,0,0,0
2,0.5,24.0,0.0,39.61,0.79,1,1,0,1,120,0,2,0,0,0,0,0,0
2,2.52,0.51,0.0,4.48,0.88,0,0,0,1,0,0,0,0,0,0,0,0,0
2,4.2,1.42,1.1323148031954235,8.5,0.27,0,1,0,0,20,2004,1,0,0,0,0,0,0
2,0.3,0.73,12.613153104582656,6.33,0.61,1,1,0,1,0,167,2,0,0,1,0,1,1
2,2.46,75.22,0.0,652.96,1.86,1,0,0,1,50,1670,2,0,0,0,0,0,0
2,0.41,0.03,0.4141545979840977,13.25,0.88,0,1,0,0,10,0,4,0,0,0,0,0,0
2,2.81,4.06,1.3640605503241936,1163.48,0.51,1,1,0,1,10,0,2,0,0,0,0,0,0
2,0.87,7.58,16.35810105205112,4.48,1.4,1,1,0,1,10,0,2,0,0,1,0,0,0
2,2.5,7.88,0.0,958.76,1.24,1,1,0,1,50,0,0,0,0,1,0,0,1
2,0.05,26.57,1.1712115262110088,7.92,0.87,0,1,0,1,80,0,1,0,0,1,0,0,0
2,0.48,62.31,2.4165384832849846,1226.32,0.58,1,0,0,0,0,0,2,0,0,0,0,0,0
2,3.3,21.49,25.581129723424002,606.55,1.01,0,1,0,0,10,0,0,0,0,0,0,0,0
2,2.76,39.34,10.823018377188799,18.49,0.76,1,1,0,1,80,1336,1,0,0,0,0,0,0
2,0.27,130.13,0.0,18.95,1.07,1,1,0,0,80,1670,1,1,0,0,0,1,1
2,3.33,57.59,11.638869263698203,7.94,0.61,0,1,0,1,80,1670,1,0,0,0,0,0,0
2,0.56,0.03,7.295560608139739,4.48,2.46,0,1,0,1,50,0,0,0,0,0,0,0,0
2,2.83,6.95,0.0,13.11,0.75,1,1,0,1,0,0,1,0,0,0,0,0,0
2,3.51,19.73,8.98043859369817,13.65,10.8,1,1,0,0,10,2004,2,0,0,0,0,0,0
2,3.79,125.87,29.00595629831299,4.48,5.7,0,0,0,0,120,0,0,0,0,0,0,0,0
2,0.86,0.03,5.455769935391338,14.29,0.78,1,1,0,1,10,2004,0,0,0,0,0,0,0
2,0.05,26.39,6.1307415498572615,26.53,0.9,1,0,0,1,10,835,2,0,0,0,0,0,0
2,3.18,6.38,0.0,6.32,1.02,0,0,0,0,0,0,1,0,0,0,0,0,0
2,3.1,3.41,14.225600975266746,4.48,0.55,0,1,0,0,10,835,1,0,1,0,0,0,0
2,3.06,24.58,4.047170473780268,4.48,0.39,0,1,0,1,20,835,2,0,0,0,0,0,0
2,1.31,0.03,6.904231633780267,27.09,1.0,1,0,0,1,10,2004,1,0,0,0,0,0,0
2,2.45,0.03,0.0,26.02,1.21,1,1,0,1,10,334,0,0,0,0,0,0,0
2,0.51,4.44,0.0,16.72,1.06,1,0,0,1,10,1336,0,0,0,0,0,1,0
2,1.79,5.48,0.0,16.41,0.93,0,0,0,1,0,0,2,0,1,0,1,0,0
2,1.69,118.12,0.0,4.48,1.27,0,1,0,1,50,167,2,0,0,0,0,0,0
2,3.53,0.03,0.0,27.84,0.88,0,1,0,1,10,167,1,0,0,0,0,0,0
2,2.42,0.03,0.0,4.48,1.08,1,0,0,1,0,835,1,0,0,0,0,0,1
2,1.19,0.03,2.50637703238675,15.97,0.73,0,0,0,1,10,0,0,0,0,0,0,1,0
2,1.16,37.54,0.0,4.48,0.75,1,1,0,1,50,835,2,0,0,0,0,1,1
2,3.18,70.64,4.386597507876257,6.26,1.56,1,0,0,1,0,1670,2,0,1,0,0,0,0
2,0.8,27.77,0.0,9.7,0.86,0,1,0,0,10,835,2,0,0,0,0,0,0
2,1.46,19.6,0.0,30.08,1.14,1,0,0,1,0,1336,2,0,0,0,0,0,0
2,2.41,5.07,0.0,21.78,1.02,1,1,0,1,80,1336,3,0,0,0,0,0,0
2,2.42,132.27,0.0,4.48,0.32,1,1,0,1,20,167,2,0,0,0,0,0,0
2,0.82,15.03,0.0,11.04,0.91,0,1,0,0,10,1336,2,0,0,0,0,1,0
2,1.98,0.03,12.366678798146559,4.48,0.32,0,1,0,0,0,0,1,0,0,0,0,0,0
2,2.42,16.62,0.0,4.48,1.54,0,1,0,1,120,167,2,0,0,1,0,0,0
2,0.28,3.42,0.1611168595121871,4.48,0.46,1,0,0,1,80,0,1,0,0,0,0,1,0
2,2.49,7.19,0.5665021954215709,19.32,0.9,0,1,0,0,0,1670,0,0,0,0,0,0,0
2,0.49,55.69,0.0,4.48,0.52,1,0,0,0,120,167,2,0,1,0,0,1,0
2,1.67,1.93,0.4312813556633822,16.6,0.48,1,0,0,1,100,835,0,0,0,0,0,0,0
2,3.46,29.99,3.8380355630782077,9.34,1.04,1,1,0,1,20,1336,2,0,0,0,0,0,0
2,0.55,46.11,0.0,4.48,1.28,1,0,0,1,10,0,2,0,0,0,0,0,0
2,2.05,85.48,9.454895962888244,26.39,0.89,1,1,0,0,80,0,2,0,0,0,0,0,0
2,0.09,79.37,52.5,1294.25,2.14,1,1,0,1,80,835,0,0,0,0,0,0,0
2,2.33,0.03,19.539855870897938,4.48,1.62,0,1,0,1,0,167,1,0,0,0,0,0,0
2,2.13,0.35,0.3627486716053207,14.08,1.5,0,0,0,0,20,167,2,0,0,0,0,0,0
2,1.82,23.76,15.613380677454797,14.61,0.6,1,1,0,0,0,0,0,0,0,0,0,0,0
2,3.02,20.16,9.069765814085684,4.91,0.0,1,1,0,1,0,1336,2,0,0,0,0,0,0
2,1.98,0.36,0.0,4.48,0.54,1,0,0,1,10,835,0,0,0,0,0,0,0
2,1.88,7.6,34.75670834958983,40.41,4.28,0,1,0,1,120,2004,0,0,0,0,0,0,0
2,0.73,15.09,0.0,4.48,1.06,1,1,0,1,100,0,0,0,0,0,0,0,0
2,2.66,85.88,3.2220881639932344,4.48,2.44,0,0,0,1,10,0,2,0,0,0,0,0,0
2,2.0,1.22,0.8711724735679044,14.37,0.44,1,0,0,1,20,167,6,0,0,0,0,0,0
2,3.17,61.85,0.0,867.09,0.36,1,0,0,0,80,334,1,0,0,0,0,0,0
2,1.43,0.03,0.0,22.58,0.65,1,0,0,1,0,0,1,0,0,1,0,0,1
2,2.64,6.06,0.41248688392791943,22.79,0.92,1,0,0,0,50,1336,5,0,0,0,0,0,0
2,2.1,125.58,3.0033983015981462,35.23,1.08,0,1,0,1,10,0,1,0,0,0,0,0,0
2,2.88,131.49,0.0,30.76,0.06,0,0,0,1,20,0,0,0,0,0,0,1,0
2,3.71,17.81,17.18491435036731,4.48,0.31,0,1,0,1,10,0,2,1,0,0,0,0,0
2,0.3,54.12,4.624688399622166,952.56,0.25,1,0,0,1,120,0,2,0,0,0,0,0,0
2,0.05,6.31,0.17021213519475878,14.74,1.36,0,0,0,1,0,167,2,0,0,0,0,0,0
2,1.43,131.77,0.0,16.53,0.9,1,0,0,1,120,1336,2,0,0,0,0,0,1
2,0.88,120.31,26.504230866302397,4.48,1.2,0,0,0,1,80,167,2,0,0,0,1,1,0
2,2.52,134.37,0.0,11.43,0.62,1,0,0,1,80,0,1,0,0,0,0,0,0
2,1.64,7.32,0.0,37.02,0.64,0,0,0,1,100,167,0,0,0,0,0,0,0
2,3.08,134.26,0.0,34.06,1.27,1,1,0,0,0,1670,2,0,0,0,0,0,0
2,0.53,6.24,0.0,28.66,1.7,0,1,0,1,10,334,1,1,0,0,0,0,0
2,0.82,7.04,22.82462665291893,4.48,1.01,0,1,0,1,0,0,1,0,0,1,0,0,0
2,0.67,75.44,0.8342529584252532,27.12,0.34,1,1,0,1,0,0,1,0,0,0,0,0,0
2,1.42,1.77,0.0,19.28,0.32,0,1,0,0,100,167,1,0,0,0,0,0,1
2,3.64,109.97,0.0,7.9,1.32,0,1,0,0,100,0,1,0,0,1,0,0,0
2,1.5,0.69,0.0,25.19,0.78,1,1,0,0,0,835,4,0,0,0,0,0,1
2,0.4,0.03,20.432980704889445,4.48,0.96,0,0,0,1,20,334,2,0,0,1,0,0,0
2,2.83,5.12,0.0,4.48,1.24,1,0,0,1,50,1336,1,0,0,0,0,0,0
2,3.1,21.81,4.809825909309623,4.48,0.48,0,0,0,1,0,0,2,0,0,0,0,0,0
2,2.64,9.99,0.0,1204.97,1.94,1,1,0,0,50,0,1,0,0,0,0,0,0
2,3.03,0.62,0.8719023958260805,4.48,0.56,1,0,0,1,0,1336,2,0,0,0,0,0,1
2,0.3,4.68,0.0,4.48,2.92,1,0,0,1,10,167,0,0,1,0,0,0,0
2,0.54,6.0,0.0,38.47,0.91,1,0,0,1,0,1670,2,0,0,0,0,0,0
2,1.54,30.46,0.241846954004032,1435.77,0.92,1,1,0,1,50,0,2,0,0,0,0,0,0
2,2.11,27.72,23.29238976621791,20.8,0.88,1,0,0,1,80,1336,2,0,0,0,0,0,0
2,0.7,5.56,0.0,26.51,0.76,0,0,0,1,80,1336,0,0,0,1,0,0,0
2,2.0,1.98,5.56856529497468,4.48,0.12,0,0,0,1,0,1670,2,0,0,0,0,0,0
2,1.57,2.51,0.04494668536713746,4.48,1.47,0,0,0,1,0,2004,0,0,0,0,0,0,0
2,2.07,134.09,0.1602605585817916,7.25,1.4,1,1,0,0,0,1336,2,0,0,0,0,0,1
2,1.72,68.63,0.0,4.48,1.49,1,1,0,1,0,167,2,0,0,1,0,0,0
2,1.51,105.65,1.0158728340008594,4.48,10.8,0,0,0,1,0,334,1,0,0,1,0,1,0
2,3.6,0.03,2.2974758389728995,4.48,0.57,0,0,0,0,80,1336,2,0,0,1,1,0,0
2,2.42,0.03,0.0,4.48,0.89,0,1,0,1,10,1336,5,0,0,0,0,0,0
2,2.41,27.16,0.0,4.48,1.33,1,0,0,0,0,167,1,0,0,0,0,0,0
2,0.81,2.76,0.0,18.98,2.09,0,0,0,1,0,0,1,0,0,0,0,0,0
2,1.52,3.65,0.44378565932507535,25.14,0.42,1,0,0,1,100,1670,0,0,0,0,0,1,1
2,1.34,37.1,35.61839122841159,693.28,0.75,1,1,0,1,10,0,1,0,0,0,0,1,0
2,1.85,24.83,0.0,18.84,0.54,1,0,0,1,120,2004,0,0,0,0,0,0,0
2,2.79,76.31,6.225045706057914,26.63,0.83,0,1,0,1,10,835,0,0,0,0,1,0,0
2,0.15,5.34,0.0,1300.26,0.62,1,0,0,1,0,835,2,1,0,0,0,0,0
2,2.74,3.75,0.0,7.29,0.74,1,1,0,1,0,835,0,0,0,0,0,0,0
2,2.34,1.94,0.0,1321.97,4.17,1,0,0,1,0,0,4,0,0,0,0,0,1
2,1.7,5.35,0.0,1151.83,0.97,1,0,0,1,0,835,0,0,0,0,0,0,0
2,2.52,111.26,5.146177846876784,4.48,0.53,1,0,0,1,20,835,1,0,0,0,0,0,0
2,3.38,75.12,0.9896983565030588,5.39,0.94,0,1,0,1,80,167,0,0,0,0,0,0,0
2,3.42,12.19,1.2250269740807376,4.48,0.9,0,0,0,1,80,0,2,0,0,0,0,0,0
2,3.05,50.98,3.2356939415928445,18.65,0.34,1,0,0,0,20,167,2,0,0,0,0,0,0
